date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:16:17	61479/61479	---M--	200	added ('OK')	image/jpeg	etag:%222ce0c25-f027-5e4aaad8f03b2%22	http://www.huntsville364.org/Temple%20pics/temple20.jpg	C:/My%20Web%20Sites/Huntsville264/www.huntsville364.org/Temple%20pics/temple20.jpg	(from http://www.huntsville364.org/temple.html)
17:16:23	44246/44246	---M--	200	added ('OK')	image/jpeg	etag:%222ce0c1b-acd6-5e4aaad725bb7%22	http://www.huntsville364.org/Temple%20pics/temple11.jpg	C:/My%20Web%20Sites/Huntsville264/www.huntsville364.org/Temple%20pics/temple11.jpg	(from http://www.huntsville364.org/temple.html)
17:16:25	73757/73757	---M--	200	added ('OK')	image/jpeg	etag:%222ce0c26-1201d-5e4aaad9506c4%22	http://www.huntsville364.org/Temple%20pics/temple21.jpg	C:/My%20Web%20Sites/Huntsville264/www.huntsville364.org/Temple%20pics/temple21.jpg	(from http://www.huntsville364.org/temple.html)
17:16:31	32975/32975	---M--	200	added ('OK')	image/jpeg	etag:%222ce0c1e-80cf-5e4aaad7cc7b3%22	http://www.huntsville364.org/Temple%20pics/temple14.jpg	C:/My%20Web%20Sites/Huntsville264/www.huntsville364.org/Temple%20pics/temple14.jpg	(from http://www.huntsville364.org/temple.html)
17:16:37	34495/34495	---M--	200	added ('OK')	image/jpeg	etag:%222ce0c21-86bf-5e4aaad83bcf6%22	http://www.huntsville364.org/Temple%20pics/temple17.jpg	C:/My%20Web%20Sites/Huntsville264/www.huntsville364.org/Temple%20pics/temple17.jpg	(from http://www.huntsville364.org/temple.html)
17:16:37	86115/86115	---M--	200	added ('OK')	image/jpeg	etag:%222ce0c1d-15063-5e4aaad789192%22	http://www.huntsville364.org/Temple%20pics/temple13.jpg	C:/My%20Web%20Sites/Huntsville264/www.huntsville364.org/Temple%20pics/temple13.jpg	(from http://www.huntsville364.org/temple.html)
17:16:47	187584/187584	---M--	200	added ('OK')	image/gif	etag:%222ce0c1c-2dcc0-5e4aaad755570%22	http://www.huntsville364.org/Temple%20pics/temple12.gif	C:/My%20Web%20Sites/Huntsville264/www.huntsville364.org/Temple%20pics/temple12.gif	(from http://www.huntsville364.org/temple.html)
17:16:52	96578/96578	---M--	200	added ('OK')	image/jpeg	etag:%222ce0c28-17942-5e4aaad9acf3e%22	http://www.huntsville364.org/Temple%20pics/temple23.jpg	C:/My%20Web%20Sites/Huntsville264/www.huntsville364.org/Temple%20pics/temple23.jpg	(from http://www.huntsville364.org/temple.html)
17:17:01	475165/475165	UR-M--	200	added ('Partial%20Content')	image/png	etag:%222ce2dac-7401d-51beff2d91540%22	http://www.huntsville364.org/img/yorkRiteMain.png	C:/My%20Web%20Sites/Huntsville264/www.huntsville364.org/img/yorkRiteMain.png	(from http://www.huntsville364.org/yorkrite.html)
17:17:15	402584/402584	UR-M--	200	added ('Partial%20Content')	image/png	etag:%222ce2d88-62498-51befefb05e00%22	http://www.huntsville364.org/img/chapterSymbol.png	C:/My%20Web%20Sites/Huntsville264/www.huntsville364.org/img/chapterSymbol.png	(from http://www.huntsville364.org/yorkrite.html)
17:17:23	402584/402584	UR-M--	200	added ('Partial%20Content')	image/png	etag:%222ce2d8a-62498-51befeffca940%22	http://www.huntsville364.org/img/commSymbol.png	C:/My%20Web%20Sites/Huntsville264/www.huntsville364.org/img/commSymbol.png	(from http://www.huntsville364.org/yorkrite.html)
17:17:28	742924/742924	UR-M--	200	added ('Partial%20Content')	image/png	etag:%222ce2d8e-b560c-51beff1000f80%22	http://www.huntsville364.org/img/crossMalta.png	C:/My%20Web%20Sites/Huntsville264/www.huntsville364.org/img/crossMalta.png	(from http://www.huntsville364.org/yorkrite.html)
17:17:44	524855/524855	---M--	200	added ('OK')	image/jpeg	etag:%222ce0c29-80237-5e4aaada45c92%22	http://www.huntsville364.org/Temple%20pics/temple24.jpg	C:/My%20Web%20Sites/Huntsville264/www.huntsville364.org/Temple%20pics/temple24.jpg	(from http://www.huntsville364.org/temple.html)
17:17:57	1125931/1125931	---M--	200	added ('OK')	image/jpeg	etag:%222ce0c31-112e2b-5e4aaadc5cb36%22	http://www.huntsville364.org/Temple%20pics/temple9.jpg	C:/My%20Web%20Sites/Huntsville264/www.huntsville364.org/Temple%20pics/temple9.jpg	(from http://www.huntsville364.org/temple.html)
